size,dirt_rate,run,performance,total_actions,execution_time,successful_actions,success_rate,agent_class,strategy
2x2,0.1,1,0,0,0.020055294036865234,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,2,0,0,0.017197847366333008,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,3,0,0,0.01577138900756836,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,4,0,0,0.016045570373535156,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,5,0,0,0.016861677169799805,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,6,0,0,0.015162467956542969,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,7,0,0,0.015274763107299805,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,8,0,0,0.013443470001220703,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,9,0,0,0.015352010726928711,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.1,10,0,0,0.014241695404052734,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,1,0,0,0.014043092727661133,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,2,0,0,0.015076637268066406,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,3,0,0,0.014629602432250977,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,4,0,0,0.014760255813598633,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,5,0,0,0.02092766761779785,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,6,0,0,0.028555870056152344,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,7,0,0,0.028702735900878906,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,8,0,0,0.02924489974975586,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,9,0,0,0.029344558715820312,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.2,10,0,0,0.029400348663330078,0,0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.4,1,1,1,0.04781699180603027,1,1.0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.4,2,1,10,0.1820049285888672,10,1.0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.4,3,1,2,0.05929207801818848,2,1.0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.4,4,1,6,0.139801025390625,6,1.0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.4,5,1,2,0.06794571876525879,2,1.0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
2x2,0.4,6,1,10,0.19711732864379883,10,1.0,ReflexAgent,"Limpia si está sucio, se mueve abajo o a la derecha si la fila y columna son pares, si son impares se mueve a la izquierdo o arriba, sino elige al azar"
